SchemeCode,SchemeName
Scheme Code,ISIN Div Reinvestment
149737,INF903JA1JH9
149739,INF903JA1JF3
149740,INF903JA1JG1
149745,-
149659,INF173K01DC5
149665,INF173K01GY2
102672,-
119862,INF277K012D2
119861,-
101714,INF277K011D4
104240,INF044D01559
104241,-
148842,INF0GCD01263
148841,-
148839,INF0GCD01297
148837,INF0GCD01289
148834,INF0GCD01206
148833,-
148843,INF0GCD01230
148836,INF0GCD01222
115401,INF582M01021
119301,INF582M01682
119305,INF582M01708
119303,-
119302,INF582M01716
119304,INF582M01690
115399,INF582M01047
115398,-
115400,INF582M01054
142345,-
142344,-
142343,-
142342,-
115402,INF582M01039
134427,INF789FA1K71
120558,INF789F01XP8
141768,INF789FA1K97
140913,INF789FA1K14
140504,INF789FA1K55
120794,INF789F01XS2
140024,INF789FA1K30
120777,INF789F01XT0
133973,INF789FA1J74
102010,INF789F01PG3
140517,INF789FA1J90
139838,INF789FA1J17
144475,INF789FA1J58
102011,INF789F01PJ7
135721,INF789FA1J33
102013,INF789F01PK5
120304,-
102012,-
102008,INF789F01BA6
102009,-
102007,INF789F01AZ5
145969,INF03VN01019
145966,INF03VN01035
145971,-
145967,INF03VN01068
145970,INF03VN01084
145963,INF03VN01092
145965,INF03VN01118
145968,-
145972,INF03VN01142
145964,INF03VN01167
150484,-
150485,INF209KB19J8
150482,-
150483,INF209KB16J4
151205,INF846K019M0
151179,-
151202,INF846K011M7
151204,INF846K015M8
151176,INF846K017L6
151206,INF846K018M2
151177,INF846K016L8
151178,-
151201,INF846K010M9
151203,INF846K014M1
152520,-
152519,INF194KB1IA0
152518,-
152517,INF194KB1HX4
153102,-
153103,INF090I01XZ4
153104,-
153101,INF090I01XW1
151314,-
151313,-
151311,INF179KC1EY7
151312,INF179KC1EV3
131623,INF109KA10C6
122673,-
120743,-
120748,INF109K019L4
120747,INF109K011M9
100365,-
100364,INF109K01357
100367,INF109K01399
131622,INF109KA12C2
100366,INF109K01381
101642,INF109K01373
101643,-
152491,-
152492,INF174KA1RH1
152489,-
152490,INF174KA1RE8
153105,-
153106,INF769K01NF2
153107,-
153108,INF769K01NB1
143703,INF204KB1ZL9
143711,INF204KB1ZA2
143701,INF204KB1YY5
143707,INF204KB1YS7
143705,INF204KB1YU3
143709,INF204KB1YW9
143710,INF204KB1ZJ3
143706,INF204KB1ZD6
143712,INF204KB1ZF1
143708,INF204KB1ZH7
143704,-
143702,-
151214,-
151215,INF200KA18T0
151212,-
151213,INF200KA15T6
151525,INF789F1AYH2
151526,INF789F1AYJ8
151523,-
151530,INF789F1AYF6
151524,INF789F1AYD1
151531,INF789F1AXY9
151532,INF789F1AYA7
151527,-
151529,INF789F1AXW3
151528,INF789F1AXU7
119523,-
103192,-
103195,-
119524,-
119522,INF209K01XV5
103191,INF209K01KD0
103194,INF209K01KG3
113307,INF209KA1LP6
103193,INF209KA1LQ4
128961,-
120515,INF846K01EQ4
120513,-
120516,INF846K01EP6
120514,INF846K01ES0
112215,INF846K01545
112214,-
112217,INF846K01586
112216,INF846K01560
112720,INF846K01487
112717,-
112718,INF846K01529
112719,INF846K01503
108633,INF194K01FV6
108632,-
108635,INF194K01FY0
116020,INF194K01I37
116413,INF194K01US1
108634,INF194K01GB6
118368,INF194K01J85
118371,-
118372,INF194K01K09
118370,INF194K01K90
118369,INF194K01K66
118373,INF194K01K33
150168,INF251K01GK5
150169,-
150170,INF251K01GO7
150171,INF251K01GM1
150164,INF251K01DR7
150165,-
150167,INF251K01DV9
150166,INF251K01DT3
150163,INF251K01DM8
150160,-
150162,INF251K01DP1
150161,INF251K01DN6
118293,INF760K01EM6
118291,-
118292,INF760K01EQ7
118295,INF760K01EO2
118294,INF760K01ES3
104559,INF760K01803
102913,-
102914,INF760K01787
113144,INF760K01AN2
102915,INF760K01811
133925,-
133922,INF740KA1OL5
133928,INF740K015Q6
133924,INF740K017Q2
133923,INF740KA1ON1
133926,-
133919,INF740KA1OO9
133920,INF740K010Q7
133921,INF740K012Q3
133927,INF740KA1OQ4
153416,-
153418,INF754K01UR4
153419,-
153417,INF754K01UV6
153368,-
153369,INF090I01YF4
153371,-
153370,INF090I01YC1
118530,-
118528,INF090I01HD4
118529,INF090I01HF9
113135,-
100503,INF090I01BR7
100504,INF090I01BT3
147993,-
147989,-
147991,-
147994,-
147990,-
147992,-
147995,-
147997,-
147999,-
148000,-
147996,-
147998,-
105548,INF179K01434
118945,-
118942,-
118943,INF179K01VH3
118944,-
102452,-
105543,INF179K01467
102453,INF179K01483
105547,INF179K01541
105546,INF179K01517
105545,-
105544,-
151118,INF917K01VU9
151117,-
151116,INF917K01GK1
151119,INF917K01VW5
151114,-
151115,INF677K01478
130900,-
101618,-
120397,INF109K01O66
122904,INF109K015Y5
120398,-
120399,INF109K01O74
122651,INF109K017Y1
122982,INF109K019Y7
120396,INF109K01P16
130952,-
122748,INF109K011Z1
101619,-
115511,INF109K01WN6
122531,INF109K013Z7
122995,INF109K015Z2
101617,INF109K01753
111795,INF109K01BW1
111794,-
111793,INF109K01BY7
105025,INF205K01HZ7
120567,INF205K01NX0
120570,-
120571,INF205K01OA6
120568,INF205K01OC2
120566,INF205K01NV4
115458,INF205K01IF7
104726,-
104729,INF205K01IC4
104728,-
104723,INF205K01HW4
104722,INF205K01HV6
105024,INF205K01HU8
104725,INF205K01IA8
143610,-
143604,INF192K01DT9
143606,INF192K01DV5
143612,-
143611,INF192K01DU7
143603,INF192K01AV1
143605,INF192K01AX7
143607,-
143608,INF192K01AW9
143609,-
133812,INF178L01AY2
133810,-
133805,-
133809,INF178L01228
120316,INF767K01FN6
120315,-
120317,INF767K01FO4
120318,INF767K01JK4
111676,INF767K01AL1
101830,-
101829,INF767K01AN7
111675,INF767K01AQ0
140617,INF174V01275
140619,INF174V01291
140618,INF174V01283
140613,-
140614,INF174V01226
140620,-
140616,INF174V01242
140615,INF174V01234
118843,INF769K01BR2
118840,-
118841,INF769K01BT8
118842,INF769K01BU6
118844,INF769K01BS0
107700,INF769K01986
107705,-
107704,INF769K01AA0
107702,INF769K01AB8
107701,INF769K01994
111747,INF204K01EX2
118703,INF204K01ZV1
125264,INF204KA1EL5
118704,INF204K01ZY5
118705,INF204K01A09
118706,-
118702,-
118709,-
125265,INF204KA1EJ9
111749,INF204K01FA7
111750,INF204K01FC3
111744,INF204K01EP8
111748,-
111743,-
111751,INF204K01ES2
111752,INF204K01EU8
111745,INF204K01EQ6
111754,INF204K01EY0
111746,-
111753,-
119810,INF200K01VJ3
119811,INF200K01VL9
119812,-
119818,INF200K01VO3
119819,INF200K01VQ8
106213,INF200K01ML8
106215,INF200K01MN4
106212,-
106216,INF200K01MQ7
106214,INF200K01MS3
106221,INF200K01MD5
106217,-
106224,INF200K01MI4
106222,INF200K01MK0
106223,INF200K01MF0
149747,INF903JA1JW8
149523,INF173K01FR8
149526,-
149525,INF173K01FU2
149524,INF173K01FW8
149520,INF173K01DI2
149522,INF173K01DH4
149748,INF903JA1JX6
149751,INF903JA1JR8
149752,INF903JA1JS6
149519,-
149521,INF173K01DK8
149750,INF903JA1JY4
119863,-
103159,-
119864,INF277K018B3
119957,INF277K01OM0
119865,INF277K010C8
103160,INF277K01LZ8
115464,INF277K01ME1
103158,INF277K01MB7
141958,INF789F01XG7
120738,-
120737,INF789F01XE2
133127,INF789FA1O51
135191,INF789FA1O10
120735,-
133469,INF789FA1O36
120736,INF789F01XK9
120734,INF789F01XM5
120739,INF789F01XO1
102538,INF789F01OL6
105578,INF789F01349
102541,INF789F01OP7
102539,-
105659,-
102540,-
105670,INF789F01OZ6
102545,-
105605,INF789F01ON2
133130,INF789FA1N94
133733,INF789FA1N52
102544,-
136345,INF789FA1N78
105658,INF789F01OV5
115483,INF789F01OX1
105627,INF789F01PC2
119540,-
119538,-
119541,-
119539,-
111803,-
111804,-
111811,INF209K01CZ0
111812,INF209K01DA1
111809,INF209KB1OJ2
120475,-
120474,INF846K01DV6
120476,INF846K01DX2
128958,-
116894,-
116896,INF846K01BT4
116895,INF846K01BS6
108730,INF194K01KE2
108731,INF194K01JV8
108729,INF194K01KH5
108728,-
113169,INF194K01JY2
108727,INF194K01KB8
131385,INF194KA1TB6
118399,INF194K01T42
118400,INF194K01S68
118404,INF194K01T75
118401,-
118402,INF194K01T18
131384,INF194KA1TE0
118403,INF194K01S84
118924,-
118922,INF740K01ND8
118921,INF740K01NC0
100078,-
100077,INF740K01995
100079,INF740K01AA1
118554,-
118555,INF090I01JH1
112304,-
112305,INF090I01460
147965,-
147963,-
147964,-
147962,-
147967,-
147969,-
147966,-
147968,-
101990,INF179K01905
119080,INF179KA1NO1
101989,-
119081,-
132852,INF179KA1E08
132853,INF179KA1D82
151150,INF917K01WC5
151146,-
151148,INF917K01TL2
151151,INF917K01WD3
151149,-
151147,INF917K01TI8
132981,INF109KA13G1
130935,-
120670,-
120672,INF109K017A1
120671,INF109K019A7
130936,-
102741,-
117330,INF109K01B61
113137,INF109K01IO3
132982,INF109KA11G5
113080,INF109K01IP0
117706,-
113138,INF109K01IQ8
113136,INF109K01UN0
102743,-
149013,INF205KA1445
149011,-
149014,INF205KA1437
149010,INF205KA1395
149012,-
149009,INF205KA1387
128079,INF174K01VU7
128006,-
128009,-
128078,INF174K01VP7
148284,INF204KB17Q8
148289,INF204KB19Q4
148290,INF204KB13R5
148287,INF204KB15R0
130051,-
130052,-
130050,-
130054,INF204KA1QJ3
130055,INF204KA1QK1
130037,-
130053,INF204KA1QD6
130056,INF204KA1QE4
148077,-
148078,-
148080,-
148079,INF204KB15M1
148081,INF204KB17M7
148083,-
148082,INF204KB11N8
148084,INF204KB13N4
148283,-
148288,-
148285,-
148286,-
119824,-
119825,INF200K01VA2
102053,-
102054,INF200K01735
119676,INF903J01PM0
119675,-
119672,INF903J01PL2
100608,-
100610,INF903J01FW0
100604,-
100603,-
100609,INF903J01FV2
100602,INF903J01FU4
101703,-
119126,INF277K01PH7
119127,-
101605,INF277K01709
148248,INF789F1ASD3
148249,INF789F1ASH4
148257,-
148256,INF789F1ASF8
148250,INF789F1ASJ0
148255,INF789F1ASA9
148247,INF789F1ASO0
148254,INF789F1ASS1
148252,-
148251,INF789F1ASQ5
148246,INF789F1ASU7
148253,INF789F1ASL6
148439,-
148442,-
148443,-
148441,-
148440,-
148438,-
148421,-
148434,-
148433,-
148437,-
148435,-
148436,-
148136,-
148138,-
148129,INF789F1AOE0
148135,INF789F1AOI1
148134,INF789F1AOG5
148137,INF789F1AOK7
148131,INF789F1AOB6
148128,INF789F1AOP6
148127,INF789F1AOT8
148133,INF789F1AOR2
148132,INF789F1AOV4
148130,INF789F1AOM3
134505,INF789FB1KM9
134506,INF789FB1KN7
134503,-
134504,INF789FB1KK3
134501,INF789FB1KG1
134502,INF789FB1KI7
134500,INF789FB1KB2
134498,INF789FB1KD8
134499,-
134497,INF789FB1JZ3
134495,INF789FB1KP2
134496,INF789FB1JX8
111777,-
133446,INF209KA1WM0
119655,INF209K01WZ8
119657,-
100038,-
133445,INF209KA1WK4
100037,INF209K01CY3
108766,INF194K01IM9
108765,-
108763,INF194K01IP2
131387,INF194KA1SV6
108764,INF194K01IS6
118393,INF194K01R69
118394,-
118395,INF194K01R93
131386,INF194KA1SY0
118396,INF194K01S27
108768,-
108767,INF194K01HG3
119395,INF761K01843
111718,INF761K01421
119393,-
119396,INF761K01801
119394,INF761K01827
111715,-
111717,INF761K01405
111714,INF761K01447
111712,-
111716,INF761K01470
111713,INF761K01496
118282,-
118281,INF760K01FH3
101588,-
101587,INF760K01357
152852,INF090I01XI0
152851,-
152853,-
152854,INF090I01XF6
100124,-
119069,-
133365,-
133366,-
100123,INF179K01954
119068,INF179K01WK5
120059,-
120101,INF336L01EP6
101685,-
101686,INF336L01792
130932,-
120619,-
131480,INF109KA1X69
120617,INF109K01V67
120618,INF109K01V91
109740,-
131481,INF109KA1X44
109741,INF109K01BP5
109743,INF109K01BS9
109742,-
109744,INF109K01BR1
109745,INF109K01BT7
120428,-
120430,-
120431,INF192K01CV7
100223,-
100222,INF192K01AA5
101181,-
119734,-
119735,-
100300,INF174K01EP3
100299,-
100291,INF174K01EL2
100292,-
151990,-
120279,-
120278,INF767K01EX8
151988,-
151989,-
100315,-
100314,INF767K01915
151986,-
100386,INF204K01CU2
118680,INF204K01YU6
118681,INF204K01YS0
118683,-
118684,INF204K01YQ4
118687,-
118679,-
100388,-
100387,-
100385,INF204K01CS6
100383,INF204K01CO5
100384,INF204K01CQ0
119713,INF200K01SQ4
121940,INF200K01YT6
100638,INF200K01628
121944,INF200K01YR0
119712,-
119714,-
100640,-
100639,-
119876,-
100418,-
119875,INF277K01PD6
101186,INF277K01667
119877,INF277K01PB0
100417,INF277K01675
139339,-
133280,INF789FA1U12
134998,INF789FA1T72
120690,INF789F01SP8
133869,INF789FA1T31
133872,INF789FA1T56
135581,INF789FA1T15
100742,INF789F01398
100741,-
120689,-
101973,INF209K01SZ6
119513,INF209K01UT5
119512,INF209KA1LM3
101976,-
119511,-
101972,INF209K01JZ5
101970,INF209K01JY8
101971,-
101974,INF209K01SY9
147576,INF846K01Q88
147571,INF846K01Q70
147567,-
147572,INF846K01R04
147573,INF846K01R20
147575,INF846K01R61
147577,INF846K01R53
147568,-
147578,INF846K01R87
147574,INF846K01S03
151889,-
151890,INF0QA701375
151894,INF0QA701425
151893,-
151891,INF0QA701458
151892,INF0QA701474
108757,INF194K01LN1
108756,-
108650,INF194K01LK7
131389,INF194KA1TH3
108701,INF194K01LQ4
118383,INF194K01M98
118384,-
118385,INF194K01N14
131388,INF194KA1TK7
118386,INF194K01N48
153296,INF761K01GP2
153294,-
153295,INF761K01GX6
153298,INF761K01GT4
153293,-
153299,INF761K01GV0
153301,INF761K01GU2
147373,-
147378,INF955L01IE8
147376,-
147379,INF955L01IF5
147377,-
147382,-
147380,INF955L01HZ5
147381,INF955L01IA6
123288,INF740KA1PB3
119106,-
119108,INF740K01NX6
119107,INF740K01NW8
100087,-
100088,INF740K01AJ2
123287,INF740KA1PC1
100089,INF740K01AK0
140236,INF843K01CH4
140237,-
140235,INF843K01CG6
140230,-
140233,INF843K01914
140229,-
140232,INF843K01369
118506,-
152200,INF090I01WW3
101357,-
101359,INF090I01BV9
101358,-
122443,INF090I01KM9
122444,INF090I01KN7
129437,INF090I01LD6
118505,INF090I01GU0
129436,INF090I01LB0
101356,INF090I01BY3
152199,INF090I01WU7
101994,INF179KB1IG6
119093,INF179KB1HZ8
101993,-
119092,-
101995,INF179KB1II2
119094,INF179KB1IB7
151055,INF917K01FD8
151054,-
151052,INF917K01FF3
151053,INF917K01FH9
151049,INF917K01AY5
151048,-
151051,INF917K01BA3
151050,INF917K01AZ2
130946,-
130945,-
115328,-
120209,INF109K01R22
120210,-
120211,-
120216,-
120213,INF109K01R71
120212,-
101221,-
103634,-
103633,-
130013,-
103637,INF109K01UB5
103635,-
103636,-
115515,INF205K01RU7
120506,INF205K01RV5
120508,INF205K01RX1
120507,-
120509,INF205K01SA7
152581,INF205KA1866
116653,INF205K01SC3
112123,-
112125,INF205K01SF6
112120,-
112122,INF205K01SI0
116488,INF205K01UW7
152580,INF205KA1841
143602,INF192K01DR3
143597,-
143599,INF192K01DQ5
143592,-
143595,INF192K01DP7
143601,-
143594,INF192K01AR9
143596,INF192K01AT5
143598,-
143600,INF192K01AS7
101893,-
119746,-
101892,INF174K01NB4
119747,INF174K01MX0
150392,-
150391,INF767K01RG5
150393,-
150394,INF767K01RD2
149112,-
149113,INF769K01HO6
149115,-
149114,INF769K01HL2
103050,INF204K01UY6
118718,INF204K01ZN8
118720,INF204K01ZR9
118716,INF204K01ZT5
118717,INF204K01ZO6
118715,-
118719,-
103052,INF204K01VC0
112341,INF204K01VE6
103051,INF204K01UZ3
103049,-
103048,-
148162,INF663L01U16
148161,-
148163,-
148164,INF663L01U08
148160,INF663L01U57
148159,-
148157,-
148158,INF663L01U40
152111,-
152114,-
152112,-
152113,-
152120,-
152122,-
152119,-
152121,-
119821,-
102503,-
119820,INF200K01SY8
119822,INF200K01SW2
119823,INF200K01TB4
102504,INF200K01651
114348,INF200KA1K20
102860,INF200K01677
145054,INF903JA1FU0
145053,INF903JA1FW6
145050,-
145051,-
145056,INF903JA1FX4
145052,-
145057,INF903JA1FY2
145055,INF903JA1FV8
145043,INF903JA1FM7
145048,INF903JA1FO3
145042,-
145044,-
145049,INF903JA1FP0
145045,-
145046,INF903JA1FQ8
145047,INF903JA1FN5
119421,INF277K011C6
119424,-
101986,INF277K014C0
101847,-
150513,-
150514,INF0GCD01511
150511,-
150512,INF0GCD01487
149117,-
149123,INF582M01HJ9
149121,INF582M01HI1
149119,INF582M01HH3
149116,-
149122,INF582M01HR2
149120,INF582M01HQ4
149118,INF582M01HP6
120299,-
139236,INF789FA1M12
112077,-
100724,INF789F01BD0
100725,-
100723,-
134973,INF789FA1N11
120772,INF789F01XU8
143125,INF789FA1N37
135606,INF789FA1M38
140023,INF789FA1M95
133387,INF789FA1M53
142249,INF789FA1M79
120793,INF789F01XX2
134972,INF789FA1L96
112076,INF789F01PW0
135371,INF789FA1L13
134763,INF789FA1L70
133484,INF789FA1L39
139646,INF789FA1L54
112635,INF789F01PZ3
145488,-
145489,INF209KB1ZJ8
145482,INF209KB1ZE9
145487,INF209KB1ZI0
145483,INF209KB1ZD1
145485,-
145486,-
145481,-
146679,INF846K01N99
146675,-
146677,INF846K01N81
146676,INF846K01N57
146682,INF846K01O56
146678,-
146681,INF846K01O49
146680,INF846K01O15
153437,-
153438,-
151843,INF0QA701185
151850,INF0QA701201
151849,-
151845,INF0QA701219
151844,INF0QA701193
151852,INF0QA701292
151847,INF0QA701276
151851,-
151848,INF0QA701284
151846,INF0QA701268
146190,INF194KB1470
146191,-
146183,INF194KB1504
146184,INF194KB1538
146192,INF194KB1561
146188,INF194KB1348
146187,-
146185,INF194KB1371
146189,INF194KB1439
146186,INF194KB1405
147951,-
147952,INF761K01EV5
147948,INF761K01EX1
147950,INF761K01EW3
147936,-
147953,INF761K01FA6
147949,INF761K01FC2
147947,INF761K01FB4
149412,-
149414,-
149415,-
149413,-
147197,INF955L01HW2
147196,-
147195,INF955L01HX0
149988,-
149991,-
149990,-
149989,-
147194,INF955L01HT8
147193,-
147198,INF955L01HU6
147532,INF760K01JN3
147531,-
147533,INF760K01JP8
147534,-
146062,-
146065,INF740KA1OR2
146064,INF740KA1OT8
146061,-
146066,INF740KA1OU6
146063,INF740KA1OW2
149313,-
149312,-
149311,-
149310,-
147551,INF754K01KC7
147557,INF754K01JW7
147550,INF754K01JY3
147570,-
147554,INF754K01KA1
147558,INF754K01JX5
147556,INF754K01KL8
147552,INF754K01KF0
147549,INF754K01KH6
147569,-
147555,INF754K01KJ2
147553,INF754K01KG8
149476,-
149477,-
149479,-
149478,-
147215,INF090I01SM2
147212,INF090I01ST7
147211,INF090I01SQ3
147216,INF090I01SP5
147213,-
147214,-
149445,-
149443,-
149444,-
149446,-
147458,INF666M01GM6
147452,INF666M01GQ7
147450,-
147453,INF666M01GS3
147451,INF666M01GO2
147455,INF666M01GU9
147457,INF666M01GY1
147454,-
147459,INF666M01HA9
147456,INF666M01GW5
149394,-
149393,-
149396,-
149395,-
119109,INF179KB1HY1
101996,-
119110,-
101997,INF179KB1IF8
152151,-
152152,-
152154,-
152153,-
147291,INF336L01OG4
147287,-
147300,INF336L01OI0
147296,INF336L01OH2
147289,INF336L01OM2
147290,-
147301,INF336L01OO8
147288,INF336L01ON0
150501,-
150499,-
150500,-
150502,-
145546,INF109KC10G3
145547,INF109KC18E1
145550,INF109KC14H3
145537,INF109KC12G9
145541,INF109KC17G8
145536,-
145545,INF109KC12H7
145542,INF109KC14G5
145544,INF109KC10H1
149411,-
149408,-
149409,-
149410,-
145539,INF109KC15G2
145540,INF109KC13F9
145535,-
145549,INF109KC18F8
145548,INF109KC10F5
145543,INF109KC16F2
145538,INF109KC11F3
147884,INF205KA1122
147883,-
147886,INF205KA1148
147885,INF205KA1130
147880,INF205KA1072
147878,-
147879,INF205KA1098
147881,INF205KA1080
147707,INF00XX01614
147708,INF00XX01572
147710,INF00XX01598
147713,-
147717,INF00XX01606
147711,INF00XX01580
147715,INF00XX01523
147709,INF00XX01481
147716,INF00XX01507
147714,-
147718,INF00XX01515
147712,INF00XX01499
147838,INF192K01LY2
147835,INF192K01MA0
147839,INF192K01LU0
147836,-
147834,INF192K01LW6
147837,-
149828,-
149827,-
149829,-
149826,-
146141,-
146142,-
146140,INF174KA1BE2
146138,INF174KA1BB8
147516,INF767K01QG7
147515,-
147513,INF767K01QF9
147514,INF767K01QH5
147517,INF767K01QB8
147519,-
147512,INF767K01QA0
147518,INF767K01QC6
147563,INF174V01846
147564,-
147566,INF174V01820
147565,-
149471,-
149470,-
147737,INF769K01FJ0
147738,INF769K01FI2
147736,-
147740,INF769K01FK8
147743,INF769K01FL6
147742,INF769K01FH4
147739,-
147741,INF769K01FM4
145830,INF204KB1Q73
145812,INF204KB1R49
145810,-
145824,INF204KB1R72
145825,INF204KB1R98
145823,INF204KB1R56
145827,INF204KB1R07
145833,INF204KB1R23
145811,-
145826,INF204KB1Q81
150369,-
150368,-
152116,-
147605,INF663L01T35
147606,-
147608,INF663L01T27
147609,INF663L01T76
147607,INF663L01T68
147600,-
151190,-
151195,-
151193,INF966L01BB6
151191,INF966L01BE0
150631,-
150632,-
153021,-
119831,INF200K01TJ7
119833,-
119832,INF200K01TM1
114297,INF200K01LN6
101206,-
103140,INF200K01LP1
150562,-
150566,INF680P01299
150561,INF680P01331
150564,INF680P01372
150567,INF680P01398
150558,INF680P01257
150565,-
150560,INF680P01315
150559,INF680P01273
146964,-
146956,-
146963,-
146962,-
146957,-
146955,-
146953,-
146958,-
146959,-
146960,-
146961,-
146954,-
146978,INF277K019T3
146979,INF277K017T7
146980,-
146977,-
149796,INF0GCD01461
149797,-
149798,INF0GCD01446
149795,-
147002,INF582M01FB0
147003,-
147006,INF582M01FE4
146998,INF582M01FK1
146997,-
147000,INF582M01FN5
149451,-
149452,-
149453,-
149454,-
100814,-
120785,-
124266,INF789FB1S89
120786,INF789FB1S97
124265,INF789FB1T13
100813,INF789F01596
153436,-
119496,INF209K01XL6
119498,-
101844,-
101843,INF209K01DK0
112356,-
119497,INF209KA1KR4
120510,-
120511,INF846K01EK7
133894,INF846K01RI3
120512,INF846K01EM3
128950,-
112354,-
112355,INF846K01669
133895,INF846K01RK9
112369,INF846K01685
112721,-
112723,INF846K01610
112722,INF846K01636
143369,INF194KA12L5
143367,INF194KA19K2
143368,INF194KA16K8
108713,INF194K01HJ7
131383,INF194KA1SP8
143366,INF194KA13K5
108716,INF194K01HQ2
108714,INF194K01HU4
108717,-
108718,INF194K01HX8
108719,-
108720,INF194K01IE6
108715,INF194K01IB2
118405,INF194K01U49
118407,-
118406,INF194K01U15
131382,INF194KA1SS2
119382,-
119383,INF761K01744
119384,INF761K01769
111585,-
111589,INF761K01587
111590,INF761K01603
119400,-
119399,-
140463,-
113036,-
113037,INF955L01146
140465,-
118320,-
118321,INF760K01DW7
118322,INF760K01DZ0
115077,-
115078,INF760K01BN0
115079,INF760K01BP5
119226,-
119222,INF740K01NN7
119224,INF740K01NM9
119223,INF740KA1PE7
101306,INF740K01AG8
101304,-
101305,INF740K01AF0
101303,-
148313,-
118567,INF090I01GO3
118566,INF090I01GM7
118568,-
101236,INF090I01346
101238,INF090I01320
101242,-
118565,-
148314,-
148318,-
148013,-
148015,-
148010,-
148004,-
148009,-
148003,-
148007,-
148017,-
148018,-
148016,-
148011,-
148012,-
148014,-
148312,-
148311,-
148319,-
148317,-
148008,-
148002,-
148001,-
148005,-
148315,-
101232,-
101244,-
101246,INF090I01395
148006,-
148316,-
101237,-
123708,-
123704,-
123706,INF666M01AE6
123707,INF666M01AF3
123705,INF666M01AD8
123710,INF666M01AL1
123711,INF666M01AM9
123709,INF666M01AK3
119015,-
113048,INF179K01CW2
113047,-
119016,-
133367,-
133368,-
151063,INF917K01CI4
151062,-
151070,INF917K01VQ7
151067,-
151068,INF917K01IO9
151069,INF917K01IR2
151071,INF917K01VS3
151065,-
151064,INF917K01CK0
122674,-
122909,-
120754,-
131478,INF109KA1X28
120755,INF109K015N8
120753,-
101758,-
131479,INF109KA1X02
101759,INF109K01662
101165,INF109K01647
101229,INF109K01670
101231,-
101230,-
117973,INF205K01UD7
120559,INF205K01UE5
120560,-
120561,INF205K01UJ4
120563,INF205K01UG0
120562,INF205K01UK2
105185,-
105191,INF205K01UP1
105189,-
105187,INF205K01UT3
105192,INF205K01UU1
105190,INF205K01UV9
116110,INF205K01UM8
150545,-
150544,INF192K01MR4
150542,-
150543,INF192K01MO1
120469,INF192K01DZ6
120470,INF192K01DY9
120471,-
115103,INF192K01BD7
101524,INF192K01BF2
101521,-
115090,INF192K01AZ2
101519,INF192K01BB1
101520,-
135500,INF174K01Z22
135501,INF174K01Z06
101373,-
119739,-
101372,INF174K01ET5
145954,-
145953,INF767K01PY2
151959,INF397L01BI9
151960,INF397L01BL3
145952,-
145951,INF767K01PV8
151955,INF397L01414
151956,INF397L01448
148730,INF174V01AN3
148729,-
148727,-
148728,INF174V01AK9
142641,-
142640,INF769K01DZ1
142642,-
142643,INF769K01DW8
125269,INF204KA1ET8
118797,-
118800,INF204K01B73
118796,-
125268,INF204KA1ER2
101667,INF204K01FN0
101669,INF204K01FP5
101665,-
106230,INF200K01IB7
106229,INF200K01ID3
106228,INF200K01IF8
106227,-
119813,INF200K01VG9
119816,-
119815,INF200K01VD6
119817,INF200K01VI5
106233,INF200K01HW5
106231,-
106234,INF200K01HU9
106232,INF200K01HY1
149588,INF173K01GR6
149726,-
149727,INF903JA1KL9
149733,-
149728,-
149729,INF903JA1KS4
149734,INF903JA1KD6
149730,-
149735,-
149736,INF903JA1KI5
149731,-
149732,INF903JA1KK1
149587,-
149585,-
149586,INF173K01BC9
119949,-
101548,-
119950,INF277K01QQ6
133974,INF277K01P46
101547,INF277K01964
133975,INF277K01P20
149076,-
149078,INF0GCD01404
149079,INF0GCD01420
149077,INF0GCD01388
149073,-
149080,INF0GCD01347
149075,INF0GCD01362
149074,INF0GCD01321
153242,-
153243,INF582M01KQ8
153240,-
153241,INF582M01KM7
135497,INF789FA1R41
124962,INF789FB1T62
120718,-
131425,INF789FA1R25
131548,INF789F01YA8
120719,INF789FA1R74
106383,INF789F01AI1
106384,-
134517,INF789FA1R09
125045,INF789FB1T47
106624,-
131424,INF789FA1Q83
131547,INF789F01QC0
106980,INF789FA1R58
112016,-
119501,-
101317,-
119500,-
119499,-
105888,-
105887,-
109108,-
101316,-
105881,-
144753,INF846K01F57
144755,INF846K01F81
144756,INF846K01G07
144757,INF846K01F65
144754,-
144758,INF846K01G31
144760,INF846K01G64
144761,INF846K01G80
144762,INF846K01G49
144759,-
144195,INF194KA12S0
144173,-
144196,INF194KA18S7
144192,INF194KA15S3
144191,INF194KA11T0
144174,INF194KA19R7
144172,INF194KA13Q2
144171,-
144194,INF194KA16Q5
144193,INF194KA12R2
144190,INF194KA19Q9
144189,INF194KA15R5
119380,INF761K01CT3
119379,-
119381,INF761K01CU1
126389,-
111970,INF761K01CW7
109269,-
109264,INF761K01CX5
143510,INF955L01GY0
143507,INF955L01GW4
143464,-
143511,INF955L01GZ7
143508,-
143509,INF955L01HB6
118315,INF760K01GL3
118317,-
118319,-
118318,INF760K01GO7
118316,INF760K01GR0
109372,INF760K01DA3
109371,-
109370,INF760K01DD7
109366,INF760K01DF2
140530,-
119205,-
119206,INF740K01OR6
119203,INF740KA1NT0
119204,INF740K01OP0
119207,INF740KA1NV6
104138,-
104140,INF740KA1NW4
117063,INF740K01QR1
117995,-
104139,-
107248,-
